Package,Time,Temp,Axis X,Axis Y,Axis Z,Latitude,Longitude
Package[8645],3:4:48:12,-32.69,2.51,8.51,-0.86,13.02571,101.21017
Package[8647],3:4:48:13,-32.69,3.1,9.14,-0.9,13.02571,101.21017
Package[8649],3:4:48:14,-32.69,2.51,9.81,-0.67,13.02571,101.21017
Package[8651],3:4:48:16,-32.63,2.86,9.57,-1.49,13.025958,101.20992
Package[8653],3:4:48:17,-32.63,2.59,8.87,-0.63,13.025958,101.20992
Package[8655],3:4:48:19,-32.63,2.86,8.83,-0.35,13.025958,101.20992
Package[8657],3:4:48:20,-32.5,2.31,9.65,-0.71,13.025958,101.20992
Package[8659],3:4:48:21,-32.44,2.75,10.28,-1.41,13.025958,101.20992
Package[8661],3:4:48:23,-32.38,2.9,9.57,-0.67,13.026456,101.20973
Package[8663],3:4:48:24,-32.31,2.39,9.1,-0.78,13.026456,101.20973
Package[8665],3:4:48:26,-32.38,2.67,9.38,0,13.026456,101.20973
Package[8667],3:4:48:27,-32.38,2.59,9.69,-1.18,13.026456,101.20973
Package[8669],3:4:48:28,-32.31,2.39,8.98,-0.75,13.026456,101.20973
Package[8671],3:4:48:30,-32.38,2.63,8.51,-0.67,13.026456,101.20973
Package[8673],3:4:48:31,-32.38,2.47,9.22,-1.41,13.027132,101.20948
Package[8675],3:4:48:33,-32.31,2.79,9.73,-0.59,13.027132,101.20948
Package[8677],3:4:48:34,-32.44,2.98,9.92,-0.78,13.027293,101.20946
Package[8679],3:4:48:35,-32.44,2.43,9.1,-1.14,13.027293,101.20946
Package[8681],3:4:48:37,-32.5,3.1,9.34,-0.43,13.027438,101.20941
Package[8683],3:4:48:38,-32.56,2.39,9.69,-1.57,13.027657,101.20937
Package[8685],3:4:48:40,-32.44,2.75,9.85,-0.63,13.027657,101.20937
Package[8687],3:4:48:41,-32.44,2.47,9.14,-0.78,13.027811,101.2094
Package[8689],3:4:48:42,-32.31,2.79,8.71,-0.27,13.027811,101.2094
Package[8691],3:4:48:44,-32.31,2.43,8.59,-0.59,13.027811,101.2094
1.2094,,,,,,,
,,,,,,,
Package[8695],3:4:48:47,-32.06,2.55,9.53,-0.98,13.028186,101.20954
Package[8697],3:4:48:48,-31.94,2.55,9.92,-0.94,13.028186,101.20954
Package[8699],3:4:48:49,-31.94,3.06,10,-1.06,13.028186,101.20954
Package[8701],3:4:48:51,-31.75,2.63,10.04,-0.75,13.028474,101.20965
Package[8703],3:4:48:52,-31.75,2.75,9.1,-0.67,13.028474,101.20965
Package[8705],3:4:48:54,-31.69,2.31,8.83,-0.94,13.028474,101.20965
Package[8707],3:4:48:55,-31.5,2.75,8.83,-0.78,13.028474,101.20965
Package[8709],3:4:48:56,-31.44,2.43,9.53,-1.02,13.028474,101.20965
Package[8711],3:4:48:58,-31.38,3.02,9.57,-0.67,13.02898,101.20992
Package[8713],3:4:48:59,-31.31,2.79,9.85,-0.82,13.029149,101.21002
Package[8715],3:4:49:1,-31.31,2.59,8.98,-0.71,13.029149,101.21002
Package[8717],3:4:49:2,-31.25,2.51,8.87,-0.82,13.029149,101.21002
Package[8719],3:4:49:3,-31.13,2.79,9.06,-0.55,13.029149,101.21002
Package[8721],3:4:49:5,-31.13,2.59,9.92,-0.9,13.029149,101.21002
Package[8723],3:4:49:6,-30.94,3.06,9.61,-0.9,13.029659,101.21036
Package[8725],3:4:49:8,-30.75,2.51,9.02,-1.02,13.029659,101.21036
Package[8727],3:4:49:9,-30.63,2.98,9.45,-0.24,13.029659,101.21036
Package[8729],3:4:49:10,-30.5,2.39,9.41,-1.37,13.029659,101.21036
Package[8731],3:4:49:12,-30.44,2.67,10.04,-0.94,13.029659,101.21036
Package[8733],3:4:49:13,-30.31,2.75,9.77,-0.82,13.029659,101.21036
Package[8735],3:4:49:15,-30.19,2.12,9.14,-1.37,13.030038,101.21068
1.21068,,,,,,,
Package[8739],3:4:49:17,-30.13,2.51,10,-0.27,13.030038,101.21068
Package[8741],3:4:49:19,-30.19,2.79,9.41,-0.71,13.030038,101.21068
Package[8743],3:4:49:20,-30.06,2.63,9.77,-0.2,13.030383,101.21103
Package[8745],3:4:49:22,-30,2.82,9.1,-1.26,13.030383,101.21103
Package[8747],3:4:49:23,-30,2.55,8.71,-0.9,13.030435,101.21114
Package[8749],3:4:49:24,-29.81,2.59,9.02,-0.78,13.030435,101.21114
Package[8751],3:4:49:26,-29.75,2.9,9.38,-0.16,13.030435,101.21114
Package[8753],3:4:49:27,-29.75,2.47,9.53,-1.06,13.030435,101.21114
Package[8755],3:4:49:28,-29.63,3.1,9.22,-0.31,13.030435,101.21114
Package[8757],3:4:49:30,-29.56,2.39,9.57,-0.82,13.030435,101.21114
Package[8759],3:4:49:31,-29.44,2.94,9.22,-0.67,13.030435,101.21114
Package[8761],3:4:49:33,-29.44,2.55,8.67,-1.06,13.0307,101.21177
Package[8763],3:4:49:34,-29.38,2.39,8.98,-1.14,13.0307,101.21177
Package[8765],3:4:49:35,-29.38,2.51,9.81,-0.67,13.0307,101.21177
Package[8767],3:4:49:37,-29.19,2.9,9.69,-0.86,13.0307,101.21177
Package[8769],3:4:49:38,-29.13,2.59,9.38,-0.71,13.0307,101.21177
Package[8771],3:4:49:40,-29.06,2.59,9.14,-0.43,13.0307,101.21177
Package[8773],3:4:49:41,-28.94,2.51,8.98,-0.78,13.0307,101.21177
Package[8775],3:4:49:42,-28.75,2.51,9.41,-0.63,13.0307,101.21177
Package[8777],3:4:49:44,-28.75,2.63,9.49,-1.22,13.0307,101.21177
Package[8779],3:4:49:45,-28.75,2.63,9.53,-0.75,13.030945,101.21268
Package[8781],3:4:49:47,-28.69,2.75,9.45,-0.63,13.030945,101.21268
Package[8783],3:4:49:48,-28.81,2.75,9.22,-0.67,13.030945,101.21268
Package[8785],3:4:49:49,-28.75,2.51,9.02,-0.82,13.030945,101.21268
Package[8787],3:4:49:51,-28.69,2.55,9.38,-0.75,13.030945,101.21268
Package[8789],3:4:49:52,-28.69,2.71,9.45,-0.9,13.030945,101.21268
Package[8791],3:4:49:54,-28.69,2.9,9.77,-0.67,13.031136,101.2131
Package[8793],3:4:49:55,-28.5,2.71,9.49,-0.78,13.031136,101.2131
Package[8795],3:4:49:56,-28.38,2.39,8.79,-0.31,13.031136,101.2131
Package[8797],3:4:49:58,-28.31,2.51,9.61,-0.98,13.031091,101.21342
Package[8799],3:4:49:59,-28.19,3.02,9.61,-0.67,13.031091,101.21342
Package[8801],3:4:50:1,-28.19,2.39,9.61,-0.82,13.031093,101.21352
Package[8803],3:4:50:2,-28.13,2.67,9.22,-0.67,13.031093,101.21352
Package[8805],3:4:50:3,-28.06,2.86,9.3,-0.75,13.031093,101.21352
Package[8807],3:4:50:5,-28,2.43,9.02,-0.24,13.031093,101.21352
Package[8809],3:4:50:6,-28,2.79,9.34,-1.06,13.031093,101.21352
Package[8811],3:4:50:7,-27.88,2.55,9.49,-1.22,13.031093,101.21352
Package[8813],3:4:50:9,-27.75,2.59,9.57,-0.78,13.031153,101.21378
Package[8815],3:4:50:10,-27.81,2.75,9.22,-0.75,13.031126,101.21381
Package[8817],3:4:50:12,-27.69,2.71,8.83,-0.98,13.031126,101.21381
Package[8819],3:4:50:13,-27.69,2.47,9.41,-0.59,13.031126,101.21381
Package[8821],3:4:50:14,-27.56,2.55,9.57,-1.06,13.031126,101.21381
Package[8823],3:4:50:16,-27.56,2.67,9.53,-0.71,13.031126,101.21381
Package[8825],3:4:50:17,-27.5,2.67,9.45,-0.78,13.031224,101.2141
Package[8827],3:4:50:19,-27.44,2.63,9.3,-0.67,13.031224,101.2141
Package[8829],3:4:50:20,-27.25,2.79,8.9,-0.55,13.031224,101.2141
Package[8831],3:4:50:21,-27.13,2.47,9.26,-0.71,13.031224,101.2141
Package[8833],3:4:50:23,-27,2.71,9.61,-0.94,13.031224,101.2141
Package[8835],3:4:50:24,-26.88,2.71,9.69,-0.82,13.031224,101.2141
Package[8837],3:4:50:25,-26.88,2.51,9.14,-0.94,13.031224,101.2141
Package[8839],3:4:50:27,-26.88,2.9,8.55,-0.63,13.031224,101.2141
1.21442,,,,,,,
Package[8843],3:4:50:30,-26.75,2.63,9.73,-0.75,13.031445,101.21442
Package[8845],3:4:50:31,-26.69,2.55,9.73,-1.14,13.031445,101.21442
Package[8847],3:4:50:32,-26.69,2.63,9.18,-0.71,13.031445,101.21442
Package[8849],3:4:50:34,-26.75,2.24,9.3,-0.63,13.031706,101.21461
Package[8851],3:4:50:35,-26.75,2.98,9.45,-0.43,13.031798,101.21465
Package[8853],3:4:50:37,-26.81,2.86,10.16,-1.02,13.031798,101.21465
Package[8855],3:4:50:38,-26.75,2.63,9.18,-0.78,13.031798,101.21465
Package[8857],3:4:50:39,-26.75,2.28,8.71,-0.67,13.031798,101.21465
Package[8859],3:4:50:41,-26.75,2.31,9.92,-1.37,13.031798,101.21465
Package[8861],3:4:50:42,-26.69,2.67,9.92,-0.47,13.031798,101.21465
Package[8863],3:4:50:44,-26.63,2.47,9.34,-0.78,13.032085,101.21484
Package[8865],3:4:50:45,-26.56,2.24,8.79,-0.75,13.032085,101.21484
